id	ini	fn	pt	单字	漢字_程序改名	IPA_程序改名	注釋_程序改名
1375	ʦʰ	au	33	超	ʦʰau33	ʦʰau1a	～过
1376	ʦʰ	au	213	朝	ʦʰau213	ʦʰau2	～代
1377	ʦʰ	au	213	潮	ʦʰau213	ʦʰau2	～湿，涨～
1378	ʦʰ	au	21	趙	ʦʰau21	ʦʰau3	姓
1379	ʦʰ	au	21	兆	ʦʰau21	ʦʰau3	预～；人名用字
1380	ʦʰ	au	21	召	ʦʰau21	ʦʰau3	号～，～集
1381	ʦ	au	33	昭	ʦau33	ʦau1a	王～君
1382	ʦ	au	33	招	ʦau33	ʦau1a	～生
1383	ʦʰ	au	21	沼	ʦʰau21	ʦʰau3	～气
1384	ʦ	au	451	照	ʦau451	ʦau5	～明，～顾
1385	ʦʰ	au	21	詔	ʦʰau21	ʦʰau3	～书；～安（地名）
1386	s	au	33	燒	sau33	sau1a	～水，发～
1387	s	au	21	少	sau21	sau3	～数，多～
1388	s	au	451	少	sau451	sau5	～年，～爷
1389	s	au	213	韶	sau213	sau2	～关（地名）
1390	s	au	213	紹	sau213	sau2	介～；～兴（地名）
1391	ʦʰ	au	21	邵	ʦʰau21	ʦʰau3	姓
1392	ȵ	au	213	饒	ȵau213	ȵau2	～命，求～
1393	ȵ	au	21	擾	ȵau21	ȵau3	打～，～乱
1394	ȵ	au	21	繞	ȵau21	ȵau3	围～，～线
1395	k	iau	33	驕	kiau33	kiau1a	～傲
1396	k	iau	45	嬌	kiau45	kiau1b	～气，做～（撒娇）
1397	kʰ	iau	21	矯	kʰiau21	kʰiau3	～正
1398	kʰ	iau	213	喬	kʰiau213	kʰiau2	姓
1399	kʰ	iau	213	僑	kʰiau213	kʰiau2	华～
1400	kʰ	iau	213	橋	kʰiau213	kʰiau2	大～
1401	kʰ	iau	213	蕎	kʰiau213	kʰiau2	～麦
1402	kʰ	iau	21	轎	kʰiau21	kʰiau3	坐～，扛～
1403	kʰ	iau	213	翘	kʰiau213	kʰiau2	银～片
1404	kʰ	iau	451	翘	kʰiau451	kʰiau5	～起来
1405	h	iau	33	囂	hiau33	hiau1a	～张
1406	j	iau	33	夭	jiau33	jiau1a	～折
1407	j	iau	33	妖	jiau33	jiau1a	～怪
1408	j	iau	33	邀	jiau33	jiau1a	～请
1409	j	iau	33	腰	jiau33	jiau1a	猪～
1410	j	iau	33	要	jiau33	jiau1a	～求
1411	j	iau	451	要	jiau451	jiau5	重～
1412	ȵ	iau	213	搖	ȵiau213	ȵiau2	动～，～篮
1413	ȵ	au	213	謠	ȵau213	ȵau2	歌～，民～
1414	ȵ	iau	213	遥	ȵiau213	ȵiau2	逍～
1415	n	au	213	窯	nau213	nau2	～洞，烧～
1416	j	au	213	姚	jau213	jau2	姓，～明
1417	j	au	21	舀	jau21	jau3	～水
1418	j	au	21	耀	jau21	jau3	～眼，荣～
1419	j	au	21	鷂	jau21	jau3	纸～（风筝）；～婆（老鹰）
1420	t	iu	33	刁	tiu33	tiu1a	～钻，嘴～
1421	t	iu	33	貂	tiu33	tiu1a	～婵，～皮
1422	t	iu	33	雕	tiu33	tiu1a	木～，～刻
1423	n	iau	21	鳥	niau21	niau3	花～市场[文]
1424	n	iau	21	鳥	niau21	niau3	～笼[白]
1425	t	iau	21	鳥	tiau21	tiau3	骂人话，交合[白]
1426	t	iau	21	釣	tiau21	tiau3	～鱼
1427	t	iau	451	吊	tiau451	tiau5	上～，～车
1428	tʰ	iau	33	挑	tʰiau33	tʰiau1a	～剔，～担
1429	tʰ	iau	451	跳	tʰiau451	tʰiau5	～高，起～
1430	tʰ	iau	451	糶	tʰiau451	tʰiau5	～米（卖米）
1431	tʰ	iau	213	條	tʰiau213	tʰiau2	～件，字～
1432	tʰ	iau	213	調	tʰiau213	tʰiau2	～和，～整
1433	tʰ	iau	451	跳	tʰiau451	tʰiau5	～上跌落（阳平）
1434	tʰ	iau	21	掉	tʰiau21	tʰiau3	～头，～队
1435	tʰ	iau	21	調	tʰiau21	tʰiau3	音～
1436	tʰ	iau	21	調	tʰiau21	tʰiau3	～动，～走
1437	ȵ	au	21	尿	ȵau21	ȵau3	屙～
1438	l	iau	213	聊	liau213	liau2	无～，～天
1439	l	iau	213	遼	liau213	liau2	～宁，～国
1440	l	iau	45	撩	liau45	liau1b	～起来
1441	l	iau	213	撩	liau213	liau2	～人
1442	l	iau	21	寥	liau21	liau3	～～无几
1443	l	iau	21	了	liau21	liau3	～结；明～，～解
1444	l	iau	213	瞭	liau213	liau2	～望台
1445	l	iau	21	料	liau21	liau3	肥～，材～
1446	ɬ	iau	33	蕭	ɬiau33	ɬiau1a	姓；～山（地名）
1447	ɬ	iau	33	簫	ɬiau33	ɬiau1a	吹～
1448	ȵ	au	213	澆	ȵau213	ȵau2	～水
1449	k	iau	21	繳	kiau21	kiau3	～枪，～费
1450	h	iau	33	僥	hiau33	hiau1a	～幸
1451	k	iau	451	叫	kiau451	kiau5	大～；小孩哭
1452	h	au	21	竅	hau21	hau3	～门
1453	ȵ	au	213	堯	ȵau213	ȵau2	～舜禹
1454	h	iau	21	曉	hiau21	hiau3	春～，～得
1455	j	ɐt	45	幺	jɐt45	jɐt7	～二三
1457	m	iau	21	杳	miau21	miau3	～无音讯
1458	pʰ	ɔi	21	剖	pʰɔi21	pʰɔi3	解～
1459	m	ɐi	33	某	mɐi33	mɐi1a	～人
1460	m	ɐi	33	畝	mɐi33	mɐi1a	一～田
1461	m	au	33	牡	mau33	mau1a	～丹
1462	m	u	21	母	mu21	mu3	父～
1463	m	u	21	拇	mu21	mu3	～指
1464	m	u	21	戊	mu21	mu3	～戌变法
1465	m	ɐi	21	茂	mɐi21	mɐi3	～盛；～名（地名）
1466	m	ɐi	21	貿	mɐi21	mɐi3	外～，～易
1467	t	ɐi	33	兜	tɐi33	tɐi1a	～风
1468	t	ɐi	451	斗	tɐi451	tɐi5	十升为一斗
1469	t	ɐi	21	抖	tɐi21	tɐi3	发～
1470	t	ɐi	21	陡	tɐi21	tɐi3	斜度大，～峭
1471	t	ɐi	451	鬥	tɐi451	tɐi5	～争，批～
1472	tʰ	ɐi	33	偷	tʰɐi33	tʰɐi1a	小～
1473	tʰ	ɐi	21	敨	tʰɐi21	tʰɐi3	～气（呼吸）
1474	tʰ	ɐi	451	透	tʰɐi451	tʰɐi5	～明
1475	tʰ	ɐi	213	頭	tʰɐi213	tʰɐi2	开～
1476	tʰ	ɐi	213	投	tʰɐi213	tʰɐi2	～降
1477	tʰ	ɐi	21	豆	tʰɐi21	tʰɐi3	黄～
1478	tʰ	ɐi	21	逗	tʰɐi21	tʰɐi3	～留，～号
1479	tʰ	ɐi	21	逗	tʰɐi21	tʰɐi3	水～
1480	l	ɐi	213	樓	lɐi213	lɐi2	～下
1481	l	ɔ	33	簍	lɔ33	lɔ1a	竹～，字纸～
1482	l	am	21	摟	lam21	lam3	搂抱
1483	l	ɐi	21	漏	lɐi21	lɐi3	～水，～斗
1484	l	iu	451	陋	liu451	liu5	简～
1485	ʦ	ɐi	21	走	ʦɐi21	ʦɐi3	行走
1486	ʦ	iu	451	奏	ʦiu451	ʦiu5	节～
1487	ʦʰ	iu	451	湊	ʦʰiu451	ʦʰiu5	～数，～热闹
1488	ɬ	iu	451	嗽	ɬiu451	ɬiu5	咳～
1489	ŋ	ɐi	33	勾	ŋɐi33	ŋɐi1a	～心斗角，～引
1490	t	iau	451	鉤	tiau451	tiau5	鱼～
1491	kʰ	ɐi	33	溝	kʰɐi33	kʰɐi1a	～通
1492	k	ɐi	21	狗	kɐi21	kɐi3	狗
1493	k	ɐi	21	苟	kɐi21	kɐi3	～且偷生
1494	k	ɐi	451	夠	kɐi451	kɐi5	足～
1496	kʰ	ɐi	451	構	kʰɐi451	kʰɐi5	结～，～造
1497	kʰ	ɐi	451	購	kʰɐi451	kʰɐi5	采～，收～
1498	ŋ	ɐi	45	勾	ŋɐi45	ŋɐi1b	～当
1499	kʰ	y	33	摳	kʰy33	kʰy1a	挖
1500	h	ɐi	21	口	hɐi21	hɐi3	～头，开～
1501	h	ɐi	21	口	hɐi21	hɐi3	一～饭
1502	kʰ	ɐi	451	叩	kʰɐi451	kʰɐi5	～头
1503	kʰ	ɐi	451	扣	kʰɐi451	kʰɐi5	～钱，～压
1504	kʰ	ɐi	451	寇	kʰɐi451	kʰɐi5	姓，～准；倭～
1505	ŋ	ɐi	21	藕	ŋɐi21	ŋɐi3	～断丝连，莲～
1506	ŋ	ɐi	21	偶	ŋɐi21	ŋɐi3	配～，～然
1507	h	ɐi	213	侯	hɐi213	hɐi2	姓；诸侯
1508	h	ɐi	213	喉	hɐi213	hɐi2	～咙
1509	h	ɐi	213	猴	hɐi213	hɐi2	猴子
1510	h	ɐi	21	後	hɐi21	hɐi3	～生，～来[文]
1511	h	ɐi	21	後	hɐi21	hɐi3	～日[白]
1512	h	ɐi	21	后	hɐi21	hɐi3	皇～
1513	h	ɐi	451	厚	hɐi451	hɐi5	忠～
1514	h	ɐi	21	候	hɐi21	hɐi3	～车室，等～
1515	ʔ	ɐi	33	歐	ʔɐi33	ʔɐi1a	～洲；姓
1516	ʔ	ɐi	33	区	ʔɐi33	ʔɐi1a	姓
1517	ʔ	ɐi	33	甌	ʔɐi33	ʔɐi1a	瓦器；建～（地名）
1518	ʔ	ɐi	21	嘔	ʔɐi21	ʔɐi3	～吐
1519	ʔ	ɐi	21	毆	ʔɐi21	ʔɐi3	～打
1520	ʔ	ɐi	451	漚	ʔɐi451	ʔɐi5	久浸水中，～坏，～肥
1521	ʔ	ɐi	451	慪	ʔɐi451	ʔɐi5	～气
1522	f	ɐi	21	否	fɐi21	fɐi3	是～，～定
1523	f	u	451	富	fu451	fu5	丰～，～贵
1524	f	u	451	副	fu451	fu5	正～
1525	f	ɐi	213	浮	fɐi213	fɐi2	轻～，～力；云～（地名）
1526	f	ɐi	213	浮	fɐi213	fɐi2	～起来[白]
1527	f	u	451	負	fu451	fu5	～责，～担
1528	f	u	21	婦	fu21	fu3	～女[文]
1529	f	u	21	婦	fu21	fu3	新～（儿媳）[白]
1530	f	u	21	婦	fu21	fu3	～娘[白]
1531	f	ok	21	復	fok21	fok8a	反～
1532	m	ɐi	213	謀	mɐi213	mɐi2	计～，～财害命
1533	m	au	213	矛	mau213	mau2	～盾
1534	n	iu	21	紐	niu21	niu3	纽扣；～约（地名）
1535	n	iu	21	扭	niu21	niu3	～面帕，～动
1536	l	iu	213	流	liu213	liu2	河～[文]
1537	l	iu	213	流	liu213	liu2	～汗[白]
1538	l	iu	213	劉	liu213	liu2	姓
1539	l	iu	213	留	liu213	liu2	～级，停～
1540	l	iu	213	榴	liu213	liu2	石～，～莲
1541	l	iu	213	硫	liu213	liu2	～磺
1542	l	iu	213	琉	liu213	liu2	～璃
1543	l	iu	21	柳	liu21	liu3	～树
1544	l	iu	45	溜	liu45	liu1b	～走
1545	l	iu	451	溜	liu451	liu5	～滑梯
1546	l	iu	213	餾	liu213	liu2	蒸～水，～粄
1547	l	iau	21	廖	liau21	liau3	姓
1548	m	ɐn	33	揫	mɐn33	mɐn1a	揪头发
1549	ʦ	iu	21	酒	ʦiu21	ʦiu3	～精
1550	ʦʰ	iu	33	秋	ʦʰiu33	ʦʰiu1a	～天；～千
1551	ʦʰ	iu	21	就	ʦʰiu21	ʦʰiu3	成～，～去
1552	ɬ	iu	33	修	ɬiu33	ɬiu1a	装～，～正
1553	tʰ	iu	21	羞	tʰiu21	tʰiu3	～愧
1554	ɬ	iu	451	秀	ɬiu451	ɬiu5	清～，～才
1555	ɬ	iu	451	繡	ɬiu451	ɬiu5	～花
1556	l	ok	45	宿	lok45	lok7	星～
1557	l	iu	451	銹	liu451	liu5	铁～
1558	ʦʰ	iu	213	囚	ʦʰiu213	ʦʰiu2	～犯
1560	ʦʰ	iu	21	袖	ʦʰiu21	ʦʰiu3	领～，衫～（衣袖）
1561	ʦ	ɐn	33	肘	ʦɐn33	ʦɐn1a	手～
1562	ʦ	iu	451	晝	ʦiu451	ʦiu5	上～，～夜
1563	ʦʰ	iu	33	抽	ʦʰiu33	ʦʰiu1a	～出
1564	ʦʰ	iu	21	丑	ʦʰiu21	ʦʰiu3	地支，子丑寅卯
1565	ʦʰ	iu	213	綢	ʦʰiu213	ʦʰiu2	～缎，丝～
1566	ʦʰ	iu	213	稠	ʦʰiu213	ʦʰiu2	～密
1567	ʦʰ	iu	213	籌	ʦʰiu213	ʦʰiu2	～码，～备
1568	ʦ	iu	451	紂	ʦiu451	ʦiu5	商～王
1569	tʰ	iu	21	宙	tʰiu21	tʰiu3	宇～
1570	ʦ	au	33	鄒	ʦau33	ʦau1a	姓，～家华
1571	ȵ	iu	451	皺	ȵiu451	ȵiu5	～纹
1572	ȵ	iu	451	縐	ȵiu451	ȵiu5	文～～
1573	s	iu	213	愁	siu213	siu2	～眉苦脸
1574	ʦ	au	451	驟	ʦau451	ʦau5	步～
1575	ɬ	ɐi	21	搜	ɬɐi21	ɬɐi3	～查
1576	ɬ	ɐi	33	餿	ɬɐi33	ɬɐi1a	饭馊了，臭～
1577	ɬ	ɐi	21	蒐	ɬɐi21	ɬɐi3	～集
1578	ɬ	ɐi	451	瘦	ɬɐi451	ɬɐi5	肥瘦
1579	ʦ	iu	33	周	ʦiu33	ʦiu1a	姓；～围，～年
1580	ʦ	iu	33	舟	ʦiu33	ʦiu1a	～山
1581	ʦ	iu	33	州	ʦiu33	ʦiu1a	广～
1582	ʦ	iu	33	洲	ʦiu33	ʦiu1a	亚～
1584	ʦ	iu	451	咒	ʦiu451	ʦiu5	～人
1585	ʦʰ	iu	21	醜	ʦʰiu21	ʦʰiu3	出～[文]
1586	ʦʰ	iu	21	醜	ʦʰiu21	ʦʰiu3	长得丑[白]
1587	pʰ	iu	451	臭	pʰiu451	pʰiu5	～味
1588	s	iu	33	收	siu33	siu1a	丰～，～集
1589	s	iu	21	手	siu21	siu3	～脚，～段
1590	s	iu	21	首	siu21	siu3	～先
1591	s	iu	21	守	siu21	siu3	看～所，保～
1592	ɬ	ɐi	451	獸	ɬɐi451	ɬɐi5	野～
1593	s	iu	213	仇	siu213	siu2	～人，报～
1594	ʦʰ	iu	213	酬	ʦʰiu213	ʦʰiu2	应～，～谢
1595	s	iu	21	受	siu21	siu3	接～
1596	s	iu	21	壽	siu21	siu3	长～
1597	s	iu	21	授	siu21	siu3	教～
1598	s	iu	213	售	siu213	siu2	～货，出～
1599	ȵ	iu	213	柔	ȵiu213	ȵiu2	温～，～和
1600	ȵ	iu	213	揉	ȵiu213	ȵiu2	～烂
1601	k	iu	33	鳩	kiu33	kiu1a	斑～
1602	k	ɐi	33	鬮	kɐi33	kɐi1a	拈～（抓阄）
1603	t	ɐi	21	糾	tɐi21	tɐi3	～缠
1604	k	iu	33	九	kiu33	kiu1a	数字，～龙
1605	k	iu	33	久	kiu33	kiu1a	长～
1606	k	iu	33	韭	kiu33	kiu1a	～菜
1607	k	iu	451	灸	kiu451	kiu5	针～
1608	k	iu	451	救	kiu451	kiu5	～命
1609	k	iu	451	究	kiu451	kiu5	～竟，研～
1610	h	ɐi	33	丘	hɐi33	hɐi1a	一～田
1611	h	ɐi	33	丘	hɐi33	hɐi1a	姓
1612	kʰ	iu	213	求	kʰiu213	kʰiu2	要～
1613	kʰ	iu	213	球	kʰiu213	kʰiu2	足～
1614	s	iu	213	仇	siu213	siu2	姓
1615	k	iu	451	臼	kiu451	kiu5	石～，脱～
1616	kʰ	iu	451	舅	kʰiu451	kʰiu5	～公
1617	kʰ	iu	21	舊	kʰiu21	kʰiu3	新～
1618	k	iu	451	柩	kiu451	kiu5	灵～
1619	ŋ	ɐi	213	牛	ŋɐi213	ŋɐi2	～牯
1620	h	ɐi	33	休	hɐi33	hɐi1a	～息，退～
1621	ʔ	au	21	朽	ʔau21	ʔau3	腐～，永垂不～
1622	ʦʰ	iu	451	嗅	ʦʰiu451	ʦʰiu5	～觉
1623	j	iu	45	憂	jiu45	jiu1b	～虑，担～
1624	j	iu	33	優	jiu33	jiu1a	～秀
1625	j	iu	213	尤	jiu213	jiu2	～其
1626	j	iu	213	郵	jiu213	jiu2	～票，～电局
1627	j	iu	33	有	jiu33	jiu1a	～钱
1628	j	iu	451	友	jiu451	jiu5	朋～，～谊
1629	j	iu	21	又	jiu21	jiu3	～来
1630	j	iu	451	右	jiu451	jiu5	左～
1631	j	iu	451	祐	jiu451	jiu5	保～
1632	j	iu	213	由	jiu213	jiu2	～于，理～
1633	j	iu	213	油	jiu213	jiu2	麻～
1634	j	iu	213	遊	jiu213	jiu2	～泳，旅～
1635	j	iu	213	猶	jiu213	jiu2	～豫
1636	j	iu	213	悠	jiu213	jiu2	～闲，历史～久
1637	j	iu	33	酉	jiu33	jiu1a	地支，申酉戌亥
1638	j	iu	451	誘	jiu451	jiu5	～惑，引～
1639	j	iu	213	柚	jiu213	jiu2	沙田～
1640	j	iu	213	釉	jiu213	jiu2	上～，～彩
1641	p	iau	45	彪	piau45	piau1b	林～
1642	m	ɐi	213	謬	mɐi213	mɐi2	～论，荒～
1643	t	iu	33	丢	tiu33	tiu1a	～失
1644	t	ɐi	21	糾	tɐi21	tɐi3	～正
1645	j	iu	45	幽	jiu45	jiu1b	～默
1646	j	iu	451	幼	jiu451	jiu5	细小，～稚
1647	t	am	33	耽	tam33	tam1a	～误
1648	t	æp	21	答	tæp21	tæp8a	回～
1649	t	æp	21	搭	tæp21	tæp8a	～车；衣服搭在肩上
1650	tʰ	am	33	貪	tʰam33	tʰam1a	～心
1651	tʰ	am	451	探	tʰam451	tʰam5	试～
1652	tʰ	æp	21	踏	tʰæp21	tʰæp8a	脚～
1653	tʰ	am	21	潭	tʰam21	tʰam3	深～
1654	tʰ	am	213	譚	tʰam213	tʰam2	姓，～嗣同
1655	tʰ	iɛp	21	沓	tʰiɛp21	tʰiɛp8a	一～纸
1656	n	am	213	南	nam213	nam2	东南西北
1657	n	am	213	男	nam213	nam2	男女
1658	n	æp	21	納	næp21	næp8a	归～
1659	l	ai	33	拉	lai33	lai1a	拖～
1660	ʦ	ɐm	33	簪	ʦɐm33	ʦɐm1a	绾住发髻的条状物
1661	tʰ	am	33	參	tʰam33	tʰam1a	～军，～加
1662	ʦʰ	am	21	慘	ʦʰam21	ʦʰam3	悲～
1663	ʦʰ	am	213	蠶	ʦʰam213	ʦʰam2	～丝
1664	ʦʰ	æp	21	雜	ʦʰæp21	ʦʰæp8a	复～
1665	k	am	21	感	kam21	kam3	～谢，～动
1666	k	iɛp	21	蛤	kiɛp21	kiɛp8a	花～；～蚧
1667	k	æp	21	鴿	kæp21	kæp8a	白～
1668	h	ɐm	33	堪	hɐm33	hɐm1a	难～，不～
1670	h	ɐm	33	坎	hɐm33	hɐm1a	～坷
1671	ʦ	am	21	砍	ʦam21	ʦam3	～伤
1672	h	ɐm	451	勘	hɐm451	hɐm5	～误，～探
1673	h	ɐm	213	含	hɐm213	hɐm2	包～[文]
1674	h	ɐm	213	含	hɐm213	hɐm2	～糖[白]
1675	h	ɐm	21	函	hɐm21	hɐm3	～授，信～
1676	h	am	21	撼	ham21	ham3	震～
1677	h	am	21	憾	ham21	ham3	遗～
1678	h	æk	21	合	hæk21	hæk8a	～作，～适[文]
1679	k	æp	21	合	kæp21	kæp8a	～本，～伙[白]
1680	h	æp	21	盒	hæp21	hæp8a	铁～
1681	ʔ	ɐm	33	庵	ʔɐm33	ʔɐm1a	尼姑～
1682	ʔ	ɐm	33	揞	ʔɐm33	ʔɐm1a	手覆，揞住
1683	ɬ	ɐm	21	□	ɬɐm21	ɬɐm3	把粉末撒在表面
1684	ʔ	am	451	暗	ʔam451	ʔam5	不亮
1685	t	am	33	擔	tam33	tam1a	～任[动]
1686	t	am	451	擔	tam451	tam5	～竿[名]
1687	t	am	21	膽	tam21	tam3	大～
1688	t	am	33	擔	tam33	tam1a	挑～[名]；一～水[量]
1689	tʰ	æk	21	坍	tʰæk21	tʰæk8a	～塌
1690	tʰ	an	21	毯	tʰan21	tʰan3	毛～
1691	tʰ	æk	21	塔	tʰæk21	tʰæk8a	宝～
1692	tʰ	æk	21	塌	tʰæk21	tʰæk8a	倒～
1693	tʰ	am	213	談	tʰam213	tʰam2	会～，～论
1694	tʰ	am	213	痰	tʰam213	tʰam2	吐～
1695	tʰ	am	21	淡	tʰam21	tʰam3	～水（地名）
1696	tʰ	am	33	淡	tʰam33	tʰam1a	咸～；浓～
1697	l	am	213	藍	lam213	lam2	～色；姓
1698	l	am	213	籃	lam213	lam2	菜～
1699	l	am	21	覽	lam21	lam3	展～，阅～室
1700	l	am	21	攬	lam21	lam3	包～[文]
1701	l	am	21	攬	lam21	lam3	抱[白]
1702	l	am	21	欖	lam21	lam3	橄～，乌～
1703	l	am	21	濫	lam21	lam3	泛～
1704	l	am	21	纜	lam21	lam3	～车
1705	l	æp	21	臘	læp21	læp8a	～肉，～肠
1706	l	æp	21	蠟	læp21	læp8a	～烛
1707	ʦʰ	æm	213	慚	ʦʰam213	ʦʰam2	～愧
1708	ʦʰ	am	21	暫	ʦʰam21	ʦʰam3	～时
1709	ɬ	am	33	三	ɬam33	ɬam1a	～国
1710	k	iɐm	33	甘	kiɐm33	kiɐm1a	甜；～心
1711	k	iɐm	33	柑	kiɐm33	kiɐm1a	柑
1712	k	am	21	敢	kam21	kam3	勇～
1713	k	am	21	橄	kam21	kam3	～榄
1714	kʰ	ɐi	451	磕	kʰɐi451	kʰɐi5	～头
1717	h	am	451	喊	ham451	ham5	叫[文]
1718	h	am	451	喊	ham451	ham5	叫[白]
1719	ʦʰ	am	21	站	ʦʰam21	ʦʰam3	站立
1720	ʦʰ	an	21	賺	ʦʰan21	ʦʰan3	～钱
1721	ʦ	am	21	站	ʦam21	ʦam3	车～
1722	ʦ	am	21	斬	ʦam21	ʦam3	白～鸡
1723	t	iam	21	蘸	tiam21	tiam3	～豉油
1724	ʦʰ	æp	21	插	ʦʰæp21	ʦʰæp8a	～花
1725	ʦʰ	æp	21	閘	ʦʰæp21	ʦʰæp8a	铁～，跳～
1726	ʦ	a	451	煠	ʦa451	ʦa5	～番薯（水煮地瓜）
1727	ʦʰ	a	451	杉	ʦʰa451	ʦʰa5	～树
1728	k	am	451	尷	kam451	kam5	～尬
1729	k	am	21	減	kam21	kam3	加～
1730	k	an	21	鹻	kan21	kan3	酸～，～性
1731	k	an	21	鹻	kan21	kan3	纯～
1732	kʰ	iɛt	21	夾	kʰiɛt21	kʰiɛt8a	夹子；～心饼干
1733	kʰ	iɛt	21	裌	kʰiɛt21	kʰiɛt8a	～袄，～衣
1734	h	ɐp	45	恰	hɐp45	hɐp7	～切，～当
1735	h	ɐm	213	咸	hɐm213	hɐm2	～丰皇帝
1736	h	ɐm	213	鹹	hɐm213	hɐm2	～淡
1737	h	ɐm	21	陷	hɐm21	hɐm3	～害，～井
1738	n	ian	21	掐	nian21	nian3	～颈（掐脖子）
1739	h	ɐm	213	餡	hɐm213	hɐm2	～饼
1740	kʰ	iɛp	21	狹	kʰiɛp21	kʰiɛp8a	～窄[文]
1741	kʰ	iɛp	21	狹	kʰiɛp21	kʰiɛp8a	空间小[白]
1742	h	iɛp	21	峽	hiɛp21	hiɛp8a	三～（地名）
1743	h	ɐp	45	洽	hɐp45	hɐp7	～谈会，融～
1744	ʦʰ	ɐm	33	攙	ʦʰɐm33	ʦʰɐm1a	～扶，～腰
1745	ɬ	am	33	衫	ɬam33	ɬam1a	衬～，～裤（衣服）
1746	k	ɐm	33	監	kɐm33	kɐm1a	～狱，～视，～督
1747	k	ɐm	451	鑑	kɐm451	kɐm5	～定
1748	k	ɐm	451	監	kɐm451	kɐm5	太～
1749	k	æp	21	甲	kæp21	kæp8a	天干，甲乙丙丁
1750	k	æp	21	胛	kæp21	kæp8a	肩～
1751	ŋ	ɐm	213	巖	ŋɐm213	ŋɐm2	～石，石灰～
1752	h	ɐm	213	銜	hɐm213	hɐm2	军～；叼在嘴里
1753	l	am	21	艦	lam21	lam3	军～
1754	k	æp	21	匣	kæp21	kæp8a	匣子
1755	ʔ	æp	21	鴨	ʔæp21	ʔæp8a	鸭子
1756	ʔ	æp	21	押	ʔæp21	ʔæp8a	抵～，～送
1757	ʔ	æp	21	壓	ʔæp21	ʔæp8a	～力
1758	p	ian	21	貶	pian21	pian3	～值
1759	n	ian	33	黏	nian33	nian1a	～合剂，～起来
1760	n	iɛp	21	聶	niɛp21	niɛp8a	姓，～耳
1761	l	iam	213	廉	liam213	liam2	清～，～洁
1762	l	iam	213	鐮	liam213	liam2	镰刀，禾～
1763	l	iam	213	簾	liam213	liam2	窗～
1764	l	iam	21	斂	liam21	liam3	收～
1765	k	iam	21	殮	kiam21	kiam3	给死者穿衣入棺，～尸
1766	l	iœp	21	獵	liœp21	liœp8a	打～，～人
1767	ʦ	iam	33	尖	ʦiam33	ʦiam1a	～刀
1768	ʦ	iam	33	殲	ʦiam33	ʦiam1a	～灭
1769	ʦ	iɛp	21	接	ʦiɛp21	ʦiɛp8a	迎～，～待
1770	ʦʰ	iam	33	籤	ʦʰiam33	ʦʰiam1a	竹～，求～
1771	ʦʰ	iam	33	簽	ʦʰiam33	ʦʰiam1a	～字，～名
1772	ʦʰ	iɛp	21	妾	ʦʰiɛp21	ʦʰiɛp8a	小老婆
1773	ʦʰ	iam	213	潛	ʦʰiam213	ʦʰiam2	～力
1774	ʦʰ	iam	21	漸	ʦʰiam21	ʦʰiam3	逐～
1775	ʦ	iɛp	21	捷	ʦiɛp21	ʦiɛp8a	～报，大～，敏～
1776	ʦ	am	33	沾	ʦam33	ʦam1a	～光
1777	n	ian	33	粘	nian33	nian1a	～贴
1778	ʦ	am	33	占	ʦam33	ʦam1a	～卜
1779	ʦ	am	451	佔	ʦam451	ʦam5	～领，～地方
1780	ʦ	iɛt	21	摺	ʦiɛt21	ʦiɛt8a	～被，～叠
1781	ʦ	æp	21	褶	ʦæp21	ʦæp8a	衣裙或皮肤上的皱纹，打～
1782	s	am	21	陝	sam21	sam3	～西
1783	ʦ	am	21	閃	ʦam21	ʦam3	～开
1784	s	æp	21	攝	sæp21	sæp8a	～影
1785	kʰ	iam	213	蟾	kʰiam213	kʰiam2	～蜍
1786	s	æp	21	涉	sæp21	sæp8a	～及
1787	ȵ	am	21	染	ȵam21	ȵam3	污～
1788	ȵ	am	21	染	ȵam21	ȵam3	～色
1789	ȵ	am	21	檢	ȵam21	ȵam3	～查，体～
1790	l	iam	21	臉	liam21	liam3	红～白～[文]
1791	kʰ	iam	213	鉗	kʰiam213	kʰiam2	～工，火～
1792	k	iam	21	儉	kiam21	kiam3	勤～
1793	ȵ	am	21	驗	ȵam21	ȵam3	～收，试～
1794	s	am	21	險	sam21	sam3	危～，保～
1795	ȵ	am	21	淹	ȵam21	ȵam3	～没
1796	j	am	33	閹	jam33	jam1a	～鸡，～猪
1797	ȵ	am	21	掩	ȵam21	ȵam3	～护
1798	j	am	451	厭	jam451	jam5	讨～
1799	ȵ	am	213	炎	ȵam213	ȵam2	消～，～热
1800	ȵ	am	213	鹽	ȵam213	ȵam2	盐
1801	ȵ	am	213	閻	ȵam213	ȵam2	～罗王；姓
1802	j	am	213	簷	jam213	jam2	屋～下
1803	ȵ	am	21	豔	ȵam21	ȵam3	鲜～，～丽
1804	ȵ	am	21	焰	ȵam21	ȵam3	火～
1805	j	æp	21	葉	jæp21	jæp8a	树～；姓
1806	j	æp	21	頁	jæp21	jæp8a	～数
1807	k	iam	451	劍	kiam451	kiam5	宝～
1808	k	iɛp	21	劫	kiɛp21	kiɛp8a	抢～
1809	h	iam	451	欠	hiam451	hiam5	～钱，拖～
1810	ɬ	ɛ	451	怯	ɬɛ451	ɬɛ5	胆～
1811	ȵ	am	213	嚴	ȵam213	ȵam2	～格；姓
